"gt50" "edu" "age" "gender" "mar"
"160" 0 0.2 68.8102336178999 0 0
"161" 0 12 25.3149755846243 0 0
"162" 0 18 44.178277579369 0 0
"163" 0 12 28.7367686168291 0 0
"164" 1 18 45.8686320756096 1 1
"165" 0 13 36.9107776531018 0 0
"166" 0 14 39.2076336368918 1 0
"167" 0 18 46.9955045660026 1 0
"168" 0 11 18.8015611304436 1 0
"169" 0 14 66.3856780887581 0 0
"170" 0 12 27.7624330096878 1 0
"171" 0 12 28.5142098697834 1 1
"172" 1 13 51.2642339940649 1 1
"173" 0 16 27.2480808754917 1 0
"174" 1 16 28.905617245473 1 1
"175" 0 12 27.6707304937299 0 1
"176" 0 12 21.1576935849153 1 0
"177" 0 12 34.2568883674685 1 0
"178" 0 12 18.5428605182096 1 0
"179" 0 16 33.0350757106207 1 1
"180" 1 13 44.2572369277477 1 1
"181" 0 13 43.1996562592685 0 0
"182" 0 13 30.6840856848285 1 0
"183" 1 7 40.6486607915722 1 1
"184" 1 13 37.6819367958233 1 1
"185" 0 12 34.4543720269576 1 1
"186" 0 16 41.0591966244392 0 0
"187" 0 16 53.5069274895359 0 0
"188" 0 18 31.4220098389778 0 1
"189" 1 21 58.0161772877909 1 1
"190" 0 13 38.3149177974556 0 0
"191" 0 13 24.367787351599 1 1
"192" 0 16 41.7377268865239 1 1
"193" 0 13 47.6346123237163 1 1
"194" 0 16 41.2751462126616 1 1
"195" 0 5 23.6104723932222 1 1
"196" 0 13 36.1197095548268 1 0
"197" 1 18 40.2517265551724 0 0
"198" 1 18 35.1132006328553 1 1
"199" 0 12 24.4917139182799 1 0
"200" 0 18 26.6513973211404 0 0
"201" 0 12 19.0711412634701 1 0
"202" 1 16 51.4966399227269 1 1
"203" 0 13 42.2967960066162 0 0
"204" 0 12 37.0287457928061 0 0
"205" 0 11 18.8929241197184 0 0
"206" 1 16 36.9350728946738 1 1
"207" 0 12 35.8141355747357 1 0
"208" 1 12 58.1047270942945 0 1
"209" 0 11 17.1217068536207 0 0
"210" 0 12 44.3111315576825 1 1
"211" 1 12 37.8309466044884 1 1
"212" 0 13 35.395709251985 0 0
"213" 0 12 60.9066175180487 1 1
"214" 1 7 54.2120738711674 1 1
"215" 1 16 37.0203129062429 1 0
"216" 0 14 50.9401609024499 0 0
"217" 0 16 38.879142830614 1 1
"218" 0 16 45.1732537797652 1 1
"219" 0 10 25.9634632063098 1 0
"220" 0 13 31.1801926977932 1 1
"221" 0 0.2 64.6463817676995 1 0
"222" 0 12 90.3523337054066 1 0
"223" 0 12 54.7527784709819 1 1
"224" 0 0.1 53.983431906905 0 0
"225" 0 12 18.4617669018917 0 0
"226" 0 10 60.726937470492 0 0
"227" 0 12 66.2896122629754 1 1
"228" 0 14 75.8154038528446 0 0
"229" 0 12 65.3368623191491 0 0
"230" 0 11 35.5964083811268 1 0
"231" 0 12 41.4599268266466 0 0
"232" 0 13 25.5694518254604 1 0
"233" 0 13 33.571603706805 0 0
"234" 1 20 28.2515938263386 1 0
"235" 0 12 59.6856758964714 1 1
"236" 0 13 40.5279512600973 0 0
"237" 1 16 41.4160825021099 1 1
"238" 1 18 38.095964075299 1 1
"239" 0 12 23.5458925010171 1 0
"240" 1 16 40.5213031694293 1 1
"241" 0 12 41.8825081454124 0 1
"242" 0 14 24.4257312745322 1 1
"243" 0 13 20.172673874069 1 0
"244" 0 13 38.8179277498275 1 0
"245" 0 12 56.0480307142716 1 1
"246" 1 12 58.7398894624785 1 1
"247" 0 12 32.6548979387153 0 0
"248" 1 14 40.4324940426741 1 1
"249" 0 12 45.699431123212 1 1
"250" 1 20 41.9670690132771 0 1
"251" 0 16 42.9324065346736 0 1
"252" 0 10 59.6890470697545 0 0
"253" 0 13 19.8979876879603 1 0
"254" 0 13 58.58026612713 1 0
"255" 1 12 42.7819790574722 1 1
"256" 0 12 20.3374769689981 0 0
"257" 0 12 32.1885145364795 0 0
"258" 0 14 45.6132641879376 0 0
"259" 0 7 50.1482962954324 1 0
"260" 0 16 36.3999504377134 0 0
"261" 0 12 45.9566243044101 1 1
"262" 0 11 17.4277876289561 1 0
"263" 0 13 59.1477308573667 1 1
"264" 0 11 26.7099168258719 1 1
"265" 1 13 37.8689743278082 1 1
"266" 0 13 19.8450191700831 1 0
"267" 1 12 64.0787141148467 1 1
"268" 0 16 33.6304476233199 0 0
"269" 1 12 33.8776772646233 0 1
"270" 1 12 61.9683831057046 1 1
"271" 0 9 17.953818585258 1 0
"272" 0 18 50.470699188998 1 1
"273" 0 18 27.4940916798078 1 0
"274" 0 12 30.0443548774347 0 0
"275" 0 12 43.8262744827662 1 1
"276" 1 13 44.3772775337566 1 1
"277" 0 13 35.3738902383484 0 0
"278" 0 13 25.2194514852017 0 0
"279" 1 13 24.0636401842348 0 1
"280" 0 16 22.3558455575258 0 0
"281" 1 13 42.0676314248703 1 1
"282" 0 14 34.2437101399992 0 0
"283" 0 16 60.5868661333807 0 0
"284" 0 12 21.0967069547623 1 0
"285" 1 18 57.7132057943381 1 1
"286" 1 20 41.0756887684111 1 1
"287" 0 13 50.1384508423507 1 0
"288" 0 16 25.1392476351466 0 0
"289" 0 7 50.8231260904577 1 1
"290" 0 16 36.9715576693416 1 1
"291" 0 12 31.5903829741292 0 0
"292" 0 16 29.9558661861811 1 0
"293" 0 13 21.0389813606162 1 0
"294" 0 16 27.2375406944193 0 0
"295" 0 12 65.5886206661817 1 1
"296" 0 16 37.672604171792 0 0
"297" 0 18 39.8000575252809 0 1
"298" 0 12 24.2375593625475 1 0
"299" 0 12 38.8664590239059 1 0
"300" 1 16 48.6898556845263 1 1
"301" 0 13 21.2319831748027 0 0
"302" 1 12 31.6776046820451 1 1
"303" 1 12 55.1652178254444 1 1
"304" 0 13 24.2627379496116 0 1
"305" 0 12 43.0719888997264 0 0
"306" 0 14 26.0718336240388 1 0
"307" 0 14 46.3786601771135 0 0
"308" 1 14 35.3433701961767 1 1
"309" 1 13 41.5904322555289 1 1
"310" 0 16 26.0951214574743 1 0
"311" 1 18 34.118571201805 1 1
"312" 0 13 19.7227784094866 0 0
"313" 1 16 36.7946877791546 0 0
"314" 0 13 22.5941373638343 1 0
"315" 0 13 24.8684129854664 1 0
"316" 0 13 77.2474602789152 1 1
"317" 0 5 22.2676082353573 0 1
"318" 0 13 29.8132778895088 0 0
"319" 0 12 62.5779454316944 0 0
"320" 0 12 39.8942696070299 1 1
"321" 0 13 43.5370371995959 1 1
"322" 0 12 35.9838555778842 1 0
"323" 0 11 29.2901706190314 0 0
"324" 0 18 76.5500508248806 1 1
"325" 0 12 63.121498424327 1 1
"326" 0 14 23.4959126028698 0 0
"327" 1 13 43.1339000747539 0 1
"328" 0 12 58.5581598547287 1 1
"329" 0 12 66.041004443774 1 0
"330" 0 13 41.6597263300791 1 0
"331" 0 16 26.766866330523 1 0
"332" 0 14 47.8217459979933 1 0
"333" 0 10 55.7744629615918 1 1
"334" 0 12 53.5058161946945 1 1
"335" 0 5 17.8799137428869 1 0
"336" 0 12 30.9322426295839 1 0
"337" 0 18 49.8021032519173 1 0
"338" 0 12 19.6703771378379 1 0
"339" 0 12 45.6806367130484 1 1
"340" 0 14 26.4630916714668 1 0
"341" 1 14 38.6660599533934 1 1
"342" 1 12 36.9947821306996 1 1
"343" 0 12 33.9676278610714 1 0
"344" 0 13 22.8457192236092 0 0
"345" 0 16 43.5285014342517 1 0
"346" 0 11 67.8617353772279 1 1
"347" 0 14 30.3549789534882 0 0
"348" 0 14 56.6115343393758 1 1
"349" 0 16 31.0117688071914 1 0
"350" 1 16 33.191151618259 1 1
"351" 0 12 26.0870688077994 1 1
"352" 1 16 33.7337829410098 1 1
"353" 0 11 46.1890180746559 1 1
"354" 1 16 59.2262730898801 1 1
"355" 1 12 38.9248353543226 1 1
"356" 0 11 65.6623335033655 1 0
"357" 1 14 40.1578022653703 1 1
"358" 0 12 42.6659192976076 0 1
"359" 0 9 26.8803086737171 1 1
"360" 0 10 36.3686643829569 0 1
"361" 1 18 62.3603213871829 1 1
"362" 0 16 43.4350669644773 1 1
"363" 1 16 43.0445420350879 1 0
"364" 0 12 22.1772744627669 1 1
"365" 0 12 28.9185494605917 1 1
"366" 0 13 56.7972360199783 1 1
"367" 0 14 22.9760507931933 0 0
"368" 1 16 57.0083441897295 0 0
"369" 0 12 39.338368169032 0 0
"370" 0 13 26.7111137807369 0 0
"371" 0 11 17.5195167488419 1 0
"372" 1 14 40.2687159529887 1 1
"373" 0 12 45.6620554572437 1 1
"374" 0 12 44.7475088352803 1 0
"375" 0 13 20.4384747452568 0 0
"376" 0 12 33.3432665546425 0 1
"377" 0 13 23.7636444871314 1 0
"378" 0 18 46.5514944996685 1 0
"379" 0 12 38.00616816408 1 1
"380" 0 12 54.0277354700956 1 0
"381" 0 5 46.528470720863 0 0
"382" 0 13 25.9864182451274 1 1
"383" 0 13 46.8767963575665 0 0
"384" 0 13 36.1430945289321 0 1
"385" 0 12 23.081673013512 0 0
"386" 0 12 29.0549090639688 1 0
"387" 1 13 44.7876104922034 0 1
"388" 0 13 19.9099488190841 0 0
"389" 0 12 19.3401269807946 0 0
"390" 1 12 35.3067719086539 0 1
"391" 0 16 27.9090419979766 1 0
"392" 0 14 46.6977104870602 1 0
"393" 1 16 34.8013105008285 1 1
"394" 0 12 34.5627146542538 0 0
"395" 0 13 44.0619732872583 1 1
"396" 0 13 45.0567089891993 0 0
"397" 0 12 20.0114196515642 0 0
"398" 1 16 25.2970451251604 1 1
"399" 1 16 52.2316140532494 1 1
"400" 0 13 20.2403257552069 1 0
"401" 0 13 28.4116448061541 0 0
"402" 1 16 50.4630604390986 1 1
"403" 0 14 34.3444370140787 0 0
"404" 0 7 28.3213411655743 1 1
"405" 1 18 41.7688070440199 1 1
"406" 0 12 28.2109313067049 1 1
"407" 0 12 46.9188513082918 1 1
"408" 1 13 28.5295665825251 0 1
"409" 0 13 32.4304286635015 1 1
"410" 0 13 41.7686911569908 0 0
"411" 0 12 24.4126703920774 0 0
"412" 0 13 33.4910088402685 0 0
"413" 1 21 46.633646270493 1 1
"414" 0 13 31.0679156768601 1 1
"415" 1 0.8 35.6223799569998 1 0
"416" 0 0.2 52.5343046917114 1 1
"417" 0 11 30.4335851350334 0 0
"418" 0 11 34.8424345001113 1 0
"419" 0 12 34.8263849741779 0 0
"420" 0 13 20.9437365792692 1 1
"421" 0 11 17.0045817673672 1 0
"422" 1 16 32.8314897688106 0 1
"423" 0 12 29.5146193427499 1 0
"424" 0 10 33.4469220999163 0 0
"425" 0 12 25.1843026042916 1 1
"426" 0 18 36.3701024095062 1 0
"427" 0 12 23.0098053496331 1 0
"428" 1 12 63.2482655884232 1 1
"429" 0 18 47.6192876021378 1 1
"430" 0 12 80.8541067685001 1 0
"431" 0 11 17.0906829689629 1 0
"432" 0 16 40.0651746208314 0 1
"433" 1 14 30.4654079556931 0 1
"434" 0 13 27.1292427526787 1 0
"435" 1 18 33.9501883385237 1 1
"436" 0 12 34.5382794218604 1 0
"437" 0 13 34.1196400492918 0 0
"438" 0 13 23.5194716288242 1 1
"439" 0 13 42.9092212424148 0 1
"440" 0 16 29.0813183297869 1 0
"441" 0 12 45.4900501652155 0 0
"442" 0 12 24.9870287987869 1 0
"443" 1 13 44.6432653905358 1 1
"444" 0 9 27.2291506214533 1 0
"445" 0 13 20.0094014347997 1 0
"446" 0 12 44.795093284687 0 0
"447" 0 12 51.5124888643622 1 1
"448" 0 12 20.2851913708728 1 1
"449" 0 11 17.4241704922169 0 0
"450" 0 12 19.8147308379412 0 0
"451" 1 13 45.5809224550612 1 1
"452" 1 12 60.336844149977 1 1
"453" 1 14 42.1691879995633 1 1
"454" 1 12 44.4482679783832 0 1
"455" 1 14 40.1237128330395 1 1
"456" 0 12 30.2259199235123 0 1
"457" 0 13 38.5679269095417 1 1
"458" 0 12 23.8607512109447 1 1
"459" 0 13 32.253866527928 1 1
"460" 0 14 44.0791705802549 1 0
"461" 0 12 54.9451526829507 1 1
"462" 0 16 32.7467020684853 1 1
"463" 0 0.2 50.88805722096 1 1
"464" 0 16 24.9171525230631 0 0
"465" 0 12 37.082944782218 0 1
"466" 0 12 52.216465683654 1 0
"467" 0 13 38.5916180782951 1 1
"468" 1 18 49.9470978958998 1 1
"469" 1 16 30.2423157705925 0 1
"470" 1 13 60.1949565273244 1 0
"471" 0 13 22.6447380294558 1 0
"472" 0 12 35.115674285451 1 0
"473" 0 12 30.6268974572886 1 0
"474" 0 14 67.2538158788811 0 0
"475" 0 16 46.2106662066653 0 0
"476" 0 9 17.9354952864815 1 0
"477" 0 13 22.1990495491773 1 0
"478" 0 10 27.9268124836963 1 0
"479" 0 12 23.7784312809817 0 0
"480" 0 14 33.7663137093186 1 1
"481" 0 13 43.0273842925671 1 1
"482" 0 16 28.2190484062303 1 0
"483" 0 12 41.8043488995172 0 1
"484" 0 0.8 52.5380900062155 1 0
"485" 0 13 25.8713017595001 0 1
"486" 0 0.2 63.8648218649905 1 1
"487" 0 12 59.6995797227137 1 1
"488" 0 16 45.483072346542 0 0
"489" 1 16 38.3901202343404 1 1
"490" 0 12 40.8487644186243 0 0
"491" 0 12 46.6562618599273 1 0
"492" 0 14 35.1821399666369 0 0
"493" 0 12 34.6867005559616 0 0
"494" 0 16 33.8918922541197 1 0
"495" 0 12 41.5122081909794 0 0
"496" 0 13 20.913648379501 1 0
"497" 0 5 23.9356529745273 1 0
"498" 0 13 26.8367100413889 0 0
"499" 0 12 72.0489324312657 1 1
"500" 0 12 23.213311268948 1 0
"501" 0 12 62.2921686717309 1 1
"502" 0 13 52.3838233971037 1 1
"503" 0 13 58.7094896270428 0 0
"504" 0 16 25.5199922132306 0 0
"505" 0 16 24.5619891237002 1 0
"506" 0 13 19.2823718986474 1 0
"507" 0 13 43.6628970759921 1 1
"508" 0 12 47.805713461712 0 0
"509" 0 12 39.132717064349 0 0
"510" 0 14 49.3974781460129 1 1
"511" 0 5 53.2006000587717 0 0
"512" 0 14 32.526680826908 1 0
"513" 1 13 34.0391497313976 1 1
"514" 0 12 28.8713741195388 1 0
"515" 0 14 57.3269049862865 0 0
"516" 0 13 25.4165194628295 0 0
"517" 0 13 20.0877999789082 1 0
"518" 0 13 21.8179612492677 0 0
"519" 1 16 34.7774397595786 1 1
"520" 1 16 38.462402129313 1 1
"521" 1 12 50.2466760170646 1 1
"522" 0 13 24.631147954613 1 0
"523" 1 13 37.600821741391 1 1
"524" 1 13 44.7126033706591 1 0
"525" 0 13 28.0688642039895 0 1
"526" 1 16 42.6226577425841 1 1
"527" 0 13 74.5214563633781 0 0
"528" 0 12 38.9802282634191 1 1
"529" 0 18 44.3687669136561 1 1
"530" 0 11 44.3552643279545 0 0
"531" 0 12 26.5677121856716 1 0
"532" 0 12 36.2303998970892 1 1
"533" 1 14 41.1056341151707 0 1
"534" 1 20 67.7934219203889 1 1
"535" 0 0.8 39.8287947170902 1 1
"536" 0 0.2 57.0021636704914 0 0
"537" 0 14 29.1634945129044 1 0
"538" 0 16 31.5911744583864 0 0
"539" 0 12 34.8945425648708 0 0
"540" 0 13 44.4674479705282 1 1
"541" 0 21 29.6085550016724 1 0
"542" 0 13 30.5218427812215 0 0
"543" 0 12 27.533043619711 1 0
"544" 0 13 27.5484697651118 1 1
"545" 0 12 32.4787282086909 0 0
"546" 0 10 58.5153407366015 0 1
"547" 0 13 35.3697543630842 1 1
"548" 0 12 21.1382492424455 1 0
"549" 0 13 28.3519872205798 1 0
"550" 0 13 46.0201971533243 1 0
"551" 0 12 36.7685073507018 0 0
"552" 0 11 72.7569945305586 0 0
"553" 0 12 35.1348695056513 0 1
"554" 1 14 33.5441076371353 0 0
"555" 0 11 69.7905873954296 0 0
"556" 0 12 35.2799132519867 1 1
"557" 0 12 31.8170857320074 0 0
"558" 0 12 34.6308696190827 0 1
"559" 0 11 30.5586338711437 1 1
"560" 0 16 28.2210099741351 1 0
"561" 1 16 54.5536835773382 1 1
"562" 1 13 47.3310766317882 1 1
"563" 0 12 24.678541440051 0 0
"564" 1 16 52.3005334306508 1 1
"565" 0 12 20.7633079760708 1 0
"566" 0 18 43.0893570485059 1 1
"567" 0 7 45.6948384968564 0 0
"568" 0 12 29.7175804574508 1 0
"569" 0 18 47.8008642590139 1 0
"570" 0 12 24.8505727173761 1 0
"571" 0 12 51.4308308314066 1 1
"572" 0 11 17.3884876966476 1 0
"573" 1 14 37.5984444641508 1 1
"574" 0 21 27.1979808306787 0 0
"575" 1 16 29.2314726437908 1 1
"576" 0 0.8 18.7130980622023 1 0
"577" 0 14 36.7715748196933 0 0
"578" 0 16 58.1182044027373 0 0
"579" 0 13 26.4453717360739 1 1
"580" 1 13 65.7843337124214 1 1
"581" 1 12 57.4571515603457 1 1
"582" 0 12 59.9293587307911 1 1
"583" 0 12 27.2107638551388 1 1
"584" 0 16 31.2359274132177 1 0
"585" 0 13 21.7190790693276 0 0
"586" 0 13 29.6731342168059 1 0
"587" 0 11 18.2092713890597 1 0
"588" 1 10 52.8018408238422 1 1
"589" 0 16 57.9432919255923 1 0
"590" 0 12 42.7350966639351 1 1
"591" 0 12 55.1528217783198 0 1
"592" 1 7 60.8660521539859 1 0
"593" 1 16 31.1337413028814 1 1
"594" 0 16 23.4605603197124 0 0
"595" 0 12 27.4794079286512 1 0
"596" 0 13 23.4367350907996 0 0
"597" 1 20 42.6181038259529 1 1
"598" 0 13 25.0772834832314 1 0
"599" 0 16 49.253013077192 0 0
"600" 0 16 32.9198328284547 1 0
"601" 0 13 19.4310588878579 1 0
"602" 0 7 60.0634242186788 0 0
"603" 0 9 42.8319523166865 1 1
"604" 0 14 35.0827839078847 1 0
"605" 0 12 48.3775030889083 0 0
"606" 1 18 51.4971683123149 1 1
"607" 0 12 29.5451222844422 1 0
"608" 0 12 36.1910796246957 1 0
"609" 0 10 17.771262253169 0 0
"610" 0 18 52.5080677329097 0 0
"611" 0 12 24.8478100905195 1 0
"612" 0 12 24.4445945648476 1 1
"613" 0 16 26.0873792448547 1 0
"614" 0 16 27.9611695830245 0 0
"615" 0 12 39.0524276364595 1 0
"616" 0 12 30.2636553577613 1 1
"617" 0 12 50.0966920605861 1 1
"618" 0 16 52.8236980948132 1 1
"619" 1 20 46.150527825579 1 1
"620" 0 16 23.5189459626563 0 0
"621" 0 11 45.4704187363386 0 0
"622" 0 9 65.4027286514174 0 0
"623" 0 14 29.0246516054031 1 1
"624" 0 9 47.0185437195469 1 1
"625" 0 12 30.1310665938072 1 0
"626" 1 12 34.3258136548102 1 1
"627" 0 12 38.4896251216996 1 1
"628" 1 13 33.3490434498526 1 1
"629" 1 16 49.8836760644335 1 1
"630" 0 13 47.5369088256266 0 0
"631" 0 10 49.5472792529035 0 0
"632" 1 13 43.4728117007762 1 1
"633" 1 16 30.8252246058546 0 1
"634" 0 12 58.896746343933 1 1
"635" 0 12 19.3015988788102 0 0
"636" 0 16 21.2012052624486 1 0
"637" 1 16 33.9833146154415 1 1
"638" 0 5 47.0062579624355 1 1
"639" 1 21 52.2950476594269 1 1
"640" 0 12 26.6073581601959 1 0
"641" 0 12 60.3086330185179 1 1
"642" 0 13 21.8230541294906 1 0
"643" 1 13 36.1652219016105 1 1
"644" 0 13 31.491017598426 1 1
"645" 1 21 50.962112016743 1 0
"646" 0 12 31.7182707882021 0 0
"647" 0 12 71.63818418351 1 1
"648" 0 12 58.9039412257262 1 1
"649" 1 16 30.1731930039823 1 1
"650" 0 13 20.8967851912603 1 0
"651" 0 12 24.6991599893663 1 0
"652" 1 21 35.9786570244469 1 1
"653" 0 13 38.3057261391077 0 0
"654" 0 12 27.1912687008735 0 0
"655" 0 13 29.1642533217091 0 0
"656" 0 9 70.2959221599158 0 0
"657" 0 12 34.651102346601 1 1
"658" 0 7 44.9504871005192 1 1
"659" 1 12 43.4868496211711 1 1
"660" 1 0.8 44.635839316994 1 1
"661" 0 18 35.8234821546357 1 0
"662" 0 13 27.8799710108433 1 0
"663" 0 18 43.4636391510721 1 0
"664" 0 13 20.5426106569357 0 0
"665" 1 14 42.9535839853343 0 0
"666" 0 13 27.5832299010362 1 1
"667" 1 12 42.5796987472568 1 1
"668" 0 11 20.1297776852734 0 1
"669" 0 9 24.3968108524568 1 0
"670" 0 13 48.6166918110102 1 0
"671" 0 11 17.9125861630309 0 0
"672" 0 11 17.4926905510947 1 0
"673" 1 16 33.800329960417 1 1
"674" 1 12 50.9460746808909 1 1
"675" 0 12 22.268851518631 0 0
"676" 0 0.8 17.760359296808 1 0
"677" 0 13 32.7942344427574 1 1
"678" 0 12 31.9630172208417 1 0
"679" 0 12 58.5914618063252 1 0
"680" 0 12 29.5806728105526 1 0
"681" 1 14 37.0020325076766 1 1
"682" 1 12 34.9866375350393 1 1
"683" 0 13 23.7087345090695 1 0
"684" 0 11 18.46851824224 0 0
"685" 0 12 34.6109129278921 0 0
"686" 0 7 66.429769156035 1 0
"687" 0 16 45.4117080969736 0 1
"688" 0 18 41.5326949080918 1 0
"689" 0 12 26.8001436707564 1 0
"690" 0 13 54.1947605181485 1 1
"691" 0 13 24.3658273583278 0 0
"692" 0 13 42.8614921316039 1 1
"693" 0 13 20.302377250744 1 0
"694" 0 16 23.0933296533767 0 0
"695" 0 14 25.2334204472136 1 0
"696" 1 18 35.8824309338816 1 0
"697" 1 18 31.0300836130045 1 1
"698" 0 16 30.7791863367893 0 0
"699" 0 12 19.053291110089 0 0
"700" 0 16 36.5430164043792 1 0
